date,sku,location,demand,promotion,price
2022-03-21,P0012,S003,74,0,93.5
2022-03-21,P0013,S003,156,0,91.38
2022-03-21,P0014,S003,198,0,126.5
2022-03-21,P0015,S003,141,0,111.96
2022-03-21,P0016,S003,111,0,99.93
2022-03-21,P0017,S003,105,0,141.87
2022-03-21,P0018,S003,115,0,162.11
2022-03-21,P0019,S003,278,1,79.12
2022-03-21,P0020,S003,156,0,84.56
2022-03-21,P0001,S004,166,0,12.23
2022-03-21,P0002,S004,203,0,27.36
2022-03-21,P0003,S004,124,1,131.52
2022-03-21,P0004,S004,122,0,58.08
2022-03-21,P0005,S004,132,1,65.43
2022-03-21,P0006,S004,81,0,34.51
2022-03-21,P0007,S004,165,1,28.08
2022-03-21,P0008,S004,70,0,102.22
2022-03-21,P0009,S004,130,0,128.93
2022-03-21,P0010,S004,88,0,26.45
2022-03-21,P0011,S004,112,0,66.35
2022-03-21,P0012,S004,38,0,88.5
2022-03-21,P0013,S004,172,0,26.96
2022-03-21,P0014,S004,73,0,166.91
2022-03-21,P0015,S004,91,0,102.89
2022-03-21,P0016,S004,85,0,110.23
2022-03-21,P0017,S004,5,0,68.14
2022-03-21,P0018,S004,89,0,161.3
2022-03-21,P0019,S004,203,1,77.23
2022-03-21,P0020,S004,70,0,129.08
2022-03-21,P0001,S005,206,0,15.45
2022-03-21,P0002,S005,93,0,37.05
2022-03-21,P0003,S005,231,1,39.59
2022-03-21,P0004,S005,101,0,7.0
2022-03-21,P0005,S005,179,1,15.51
2022-03-21,P0006,S005,70,0,54.07
2022-03-21,P0007,S005,190,1,84.56
2022-03-21,P0008,S005,134,0,66.54
2022-03-21,P0009,S005,78,0,89.63
2022-03-21,P0010,S005,103,0,64.0
2022-03-21,P0011,S005,65,0,72.38
2022-03-21,P0012,S005,101,0,127.59
2022-03-21,P0013,S005,155,0,88.48
2022-03-21,P0014,S005,51,0,136.65
2022-03-21,P0015,S005,107,0,48.94
2022-03-21,P0016,S005,133,0,39.46
2022-03-21,P0017,S005,138,0,38.7
2022-03-21,P0018,S005,140,0,23.8
2022-03-21,P0019,S005,102,1,128.91
2022-03-21,P0020,S005,149,0,36.46
2022-03-22,P0001,S001,74,1,56.63
2022-03-22,P0002,S001,83,0,59.53
2022-03-22,P0003,S001,96,0,49.64
2022-03-22,P0004,S001,67,1,87.66
2022-03-22,P0005,S001,71,0,56.88
2022-03-22,P0006,S001,97,0,37.2
2022-03-22,P0007,S001,54,0,21.22
2022-03-22,P0008,S001,120,0,46.21
2022-03-22,P0009,S001,64,0,75.67
2022-03-22,P0010,S001,107,0,150.65
2022-03-22,P0011,S001,77,0,172.45
2022-03-22,P0012,S001,54,0,70.84
2022-03-22,P0013,S001,131,0,35.39
2022-03-22,P0014,S001,132,1,72.93
2022-03-22,P0015,S001,123,1,14.05
2022-03-22,P0016,S001,94,0,38.29
2022-03-22,P0017,S001,86,0,23.25
2022-03-22,P0018,S001,111,1,53.44
2022-03-22,P0019,S001,90,0,107.07
2022-03-22,P0020,S001,41,1,83.97
2022-03-22,P0001,S002,251,1,96.38
2022-03-22,P0002,S002,74,0,32.37
2022-03-22,P0003,S002,79,0,72.06
2022-03-22,P0004,S002,153,1,39.38
2022-03-22,P0005,S002,73,0,90.12
2022-03-22,P0006,S002,63,0,61.54
2022-03-22,P0007,S002,77,0,28.17
2022-03-22,P0008,S002,104,0,26.32
2022-03-22,P0009,S002,55,0,48.13
2022-03-22,P0010,S002,70,0,76.67
2022-03-22,P0011,S002,119,0,101.74
2022-03-22,P0012,S002,95,0,68.9
2022-03-22,P0013,S002,147,0,23.22
2022-03-22,P0014,S002,163,1,129.98
2022-03-22,P0015,S002,122,1,67.31
2022-03-22,P0016,S002,98,0,85.05
2022-03-22,P0017,S002,162,0,24.4
2022-03-22,P0018,S002,79,1,24.97
2022-03-22,P0019,S002,103,0,80.83
2022-03-22,P0020,S002,111,1,131.01
2022-03-22,P0001,S003,154,1,15.09
2022-03-22,P0002,S003,122,0,57.71
2022-03-22,P0003,S003,108,0,93.52
2022-03-22,P0004,S003,144,1,22.45
2022-03-22,P0005,S003,58,0,17.91
2022-03-22,P0006,S003,53,0,33.79
2022-03-22,P0007,S003,75,0,14.28
2022-03-22,P0008,S003,109,0,127.03
2022-03-22,P0009,S003,100,0,49.12
2022-03-22,P0010,S003,134,0,39.42
2022-03-22,P0011,S003,83,0,118.64
2022-03-22,P0012,S003,52,0,95.54
2022-03-22,P0013,S003,99,0,73.13
2022-03-22,P0014,S003,163,1,98.24
2022-03-22,P0015,S003,107,1,85.72
2022-03-22,P0016,S003,77,0,89.23
2022-03-22,P0017,S003,55,0,101.72
2022-03-22,P0018,S003,111,1,129.47
2022-03-22,P0019,S003,90,0,53.64
2022-03-22,P0020,S003,99,1,56.36
2022-03-22,P0001,S004,147,1,11.54
2022-03-22,P0002,S004,120,0,21.75
2022-03-22,P0003,S004,38,0,115.02
2022-03-22,P0004,S004,44,1,33.07
2022-03-22,P0005,S004,86,0,63.75
2022-03-22,P0006,S004,156,0,43.56
2022-03-22,P0007,S004,139,0,29.34
2022-03-22,P0008,S004,101,0,97.21
2022-03-22,P0009,S004,117,0,123.88
2022-03-22,P0010,S004,88,0,25.06
2022-03-22,P0011,S004,80,0,53.57
2022-03-22,P0012,S004,62,0,102.66
2022-03-22,P0013,S004,124,0,23.51
2022-03-22,P0014,S004,73,1,133.58
2022-03-22,P0015,S004,68,1,85.43
2022-03-22,P0016,S004,78,0,113.54
2022-03-22,P0017,S004,72,0,89.95
2022-03-22,P0018,S004,125,1,170.81
2022-03-22,P0019,S004,83,0,60.64
2022-03-22,P0020,S004,82,1,113.18
2022-03-22,P0001,S005,72,1,9.25
2022-03-22,P0002,S005,126,0,43.52
2022-03-22,P0003,S005,126,0,35.14
2022-03-22,P0004,S005,111,1,7.23
2022-03-22,P0005,S005,131,0,17.2
2022-03-22,P0006,S005,103,0,54.39
2022-03-22,P0007,S005,98,0,82.15
2022-03-22,P0008,S005,54,0,56.59
2022-03-22,P0009,S005,46,0,75.46
2022-03-22,P0010,S005,118,0,57.3
2022-03-22,P0011,S005,60,0,67.43
2022-03-22,P0012,S005,48,0,116.87
2022-03-22,P0013,S005,100,0,67.52
2022-03-22,P0014,S005,73,1,138.47
2022-03-22,P0015,S005,135,1,42.15
2022-03-22,P0016,S005,163,0,42.97
2022-03-22,P0017,S005,129,0,41.89
2022-03-22,P0018,S005,126,1,18.94
2022-03-22,P0019,S005,65,0,141.69
2022-03-22,P0020,S005,96,1,26.41
2022-03-23,P0001,S001,81,0,61.55
2022-03-23,P0002,S001,107,0,71.45
2022-03-23,P0003,S001,120,0,62.69
2022-03-23,P0004,S001,66,1,82.87
2022-03-23,P0005,S001,123,0,60.71
2022-03-23,P0006,S001,251,1,55.93
2022-03-23,P0007,S001,125,0,25.69
2022-03-23,P0008,S001,28,0,34.8
2022-03-23,P0009,S001,142,1,77.35
2022-03-23,P0010,S001,145,1,152.16
2022-03-23,P0011,S001,72,0,160.55
2022-03-23,P0012,S001,142,0,89.94
2022-03-23,P0013,S001,106,0,32.7
2022-03-23,P0014,S001,126,0,79.57
2022-03-23,P0015,S001,159,0,19.5
2022-03-23,P0016,S001,71,0,35.37
2022-03-23,P0017,S001,319,1,33.8
2022-03-23,P0018,S001,148,1,55.93
2022-03-23,P0019,S001,111,0,134.46
2022-03-23,P0020,S001,68,0,116.35
2022-03-23,P0001,S002,112,0,84.84
2022-03-23,P0002,S002,114,0,33.35
2022-03-23,P0003,S002,62,0,67.54
2022-03-23,P0004,S002,124,1,43.41
2022-03-23,P0005,S002,104,0,95.17
2022-03-23,P0006,S002,162,1,68.12
2022-03-23,P0007,S002,130,0,31.88
2022-03-23,P0008,S002,128,0,26.93
2022-03-23,P0009,S002,100,1,50.28
2022-03-23,P0010,S002,109,1,72.74
2022-03-23,P0011,S002,130,0,105.21
2022-03-23,P0012,S002,74,0,63.98
2022-03-23,P0013,S002,93,0,21.82
2022-03-23,P0014,S002,82,0,107.28
2022-03-23,P0015,S002,61,0,60.8
2022-03-23,P0016,S002,114,0,99.07
2022-03-23,P0017,S002,197,1,26.62
2022-03-23,P0018,S002,111,1,24.66
2022-03-23,P0019,S002,28,0,64.26
2022-03-23,P0020,S002,65,0,131.9
2022-03-23,P0001,S003,162,0,21.66
2022-03-23,P0002,S003,130,0,62.21
2022-03-23,P0003,S003,83,0,81.56
2022-03-23,P0004,S003,136,1,19.52
2022-03-23,P0005,S003,166,0,28.06
2022-03-23,P0006,S003,162,1,40.79
2022-03-23,P0007,S003,151,0,18.13
2022-03-23,P0008,S003,48,0,102.67
2022-03-23,P0009,S003,98,1,51.38
2022-03-23,P0010,S003,196,1,38.92
2022-03-23,P0011,S003,139,0,127.64
2022-03-23,P0012,S003,65,0,90.54
2022-03-23,P0013,S003,75,0,63.75
2022-03-23,P0014,S003,98,0,100.18
2022-03-23,P0015,S003,123,0,100.45
2022-03-23,P0016,S003,87,0,97.4
2022-03-23,P0017,S003,151,1,122.24
2022-03-23,P0018,S003,155,1,164.5
2022-03-23,P0019,S003,132,0,58.28
2022-03-23,P0020,S003,42,0,64.35
2022-03-23,P0001,S004,113,0,11.07
2022-03-23,P0002,S004,189,0,25.05
2022-03-23,P0003,S004,97,0,151.04
2022-03-23,P0004,S004,202,1,57.77
2022-03-23,P0005,S004,113,0,73.24
2022-03-23,P0006,S004,131,1,36.32
2022-03-23,P0007,S004,129,0,30.05
2022-03-23,P0008,S004,92,0,94.45
2022-03-23,P0009,S004,90,1,101.92
2022-03-23,P0010,S004,154,1,29.14
2022-03-23,P0011,S004,65,0,56.4
2022-03-23,P0012,S004,65,0,93.11
2022-03-23,P0013,S004,97,0,19.39
2022-03-23,P0014,S004,38,0,145.63
2022-03-23,P0015,S004,75,0,92.42
2022-03-23,P0016,S004,67,0,108.63
2022-03-23,P0017,S004,85,1,70.53
2022-03-23,P0018,S004,96,1,156.67
2022-03-23,P0019,S004,73,0,52.76
2022-03-23,P0020,S004,75,0,131.48
2022-03-23,P0001,S005,154,0,15.01
2022-03-23,P0002,S005,54,0,33.96
2022-03-23,P0003,S005,143,0,36.93
2022-03-23,P0004,S005,193,1,9.58
2022-03-23,P0005,S005,102,0,14.88
2022-03-23,P0006,S005,207,1,64.79
2022-03-23,P0007,S005,172,0,96.82
2022-03-23,P0008,S005,87,0,54.48
2022-03-23,P0009,S005,139,1,97.44
2022-03-23,P0010,S005,215,1,74.52
2022-03-23,P0011,S005,107,0,79.53
2022-03-23,P0012,S005,107,0,130.0
2022-03-23,P0013,S005,83,0,74.41
2022-03-23,P0014,S005,102,0,172.77
2022-03-23,P0015,S005,30,0,38.81
2022-03-23,P0016,S005,111,0,35.08
2022-03-23,P0017,S005,162,1,39.1
2022-03-23,P0018,S005,176,1,23.32
2022-03-23,P0019,S005,11,0,107.7
2022-03-23,P0020,S005,137,0,37.09
2022-03-24,P0001,S001,36,0,51.93
2022-03-24,P0002,S001,77,0,61.38
2022-03-24,P0003,S001,131,0,61.6
2022-03-24,P0004,S001,118,0,110.63
2022-03-24,P0005,S001,139,1,60.61
2022-03-24,P0006,S001,194,1,43.15
2022-03-24,P0007,S001,184,1,25.49
2022-03-24,P0008,S001,102,0,45.91
2022-03-24,P0009,S001,95,0,89.02
2022-03-24,P0010,S001,41,0,106.97
2022-03-24,P0011,S001,87,0,160.99
2022-03-24,P0012,S001,117,0,83.3
2022-03-24,P0013,S001,206,1,43.09
2022-03-24,P0014,S001,125,0,83.44
2022-03-24,P0015,S001,151,0,19.05
2022-03-24,P0016,S001,86,0,37.28
2022-03-24,P0017,S001,157,0,26.04
2022-03-24,P0018,S001,100,0,58.19
2022-03-24,P0019,S001,103,1,105.81
2022-03-24,P0020,S001,98,0,122.19
2022-03-24,P0001,S002,120,0,82.64
2022-03-24,P0002,S002,78,0,31.25
2022-03-24,P0003,S002,105,0,87.35
2022-03-24,P0004,S002,89,0,38.89
2022-03-24,P0005,S002,149,1,86.28
2022-03-24,P0006,S002,39,1,42.7
2022-03-24,P0007,S002,156,1,30.68
2022-03-24,P0008,S002,130,0,28.53
2022-03-24,P0009,S002,105,0,67.23
2022-03-24,P0010,S002,147,0,103.3
2022-03-24,P0011,S002,125,0,98.29
2022-03-24,P0012,S002,108,0,71.71
2022-03-24,P0013,S002,189,1,24.28
2022-03-24,P0014,S002,121,0,121.99
2022-03-24,P0015,S002,96,0,68.84
2022-03-24,P0016,S002,34,0,66.88
2022-03-24,P0017,S002,131,0,23.45
2022-03-24,P0018,S002,117,0,28.29
2022-03-24,P0019,S002,120,1,85.3
2022-03-24,P0020,S002,49,0,111.51
2022-03-24,P0001,S003,28,0,11.75
2022-03-24,P0002,S003,122,0,60.78
2022-03-24,P0003,S003,116,0,86.19
2022-03-24,P0004,S003,127,0,26.63
2022-03-24,P0005,S003,140,1,23.5
2022-03-24,P0006,S003,180,1,37.79
2022-03-24,P0007,S003,79,1,12.24
2022-03-24,P0008,S003,70,0,100.66
2022-03-24,P0009,S003,167,0,66.62
2022-03-24,P0010,S003,207,0,56.07
2022-03-24,P0011,S003,82,0,118.25
2022-03-24,P0012,S003,45,0,88.32
2022-03-24,P0013,S003,175,1,73.05
2022-03-24,P0014,S003,79,0,84.7
2022-03-24,P0015,S003,33,0,69.36
2022-03-24,P0016,S003,101,0,102.14
2022-03-24,P0017,S003,74,0,121.49
2022-03-24,P0018,S003,131,0,162.07
2022-03-24,P0019,S003,149,1,54.75
2022-03-24,P0020,S003,42,0,55.09
2022-03-24,P0001,S004,166,0,13.59
2022-03-24,P0002,S004,108,0,19.87
2022-03-24,P0003,S004,65,0,128.09
2022-03-24,P0004,S004,90,0,52.41
2022-03-24,P0005,S004,127,1,76.49
2022-03-24,P0006,S004,202,1,36.85
2022-03-24,P0007,S004,239,1,33.28
2022-03-24,P0008,S004,120,0,114.61
2022-03-24,P0009,S004,131,0,122.83
2022-03-24,P0010,S004,217,0,36.15
2022-03-24,P0011,S004,77,0,50.5
2022-03-24,P0012,S004,106,0,125.75
2022-03-24,P0013,S004,184,1,23.75
2022-03-24,P0014,S004,94,0,188.72
2022-03-24,P0015,S004,92,0,97.53
2022-03-24,P0016,S004,41,0,98.7
2022-03-24,P0017,S004,85,0,89.04
2022-03-24,P0018,S004,84,0,166.93
2022-03-24,P0019,S004,162,1,65.71
2022-03-24,P0020,S004,110,0,147.65
2022-03-24,P0001,S005,139,0,14.38
2022-03-24,P0002,S005,110,0,39.2
2022-03-24,P0003,S005,32,0,23.92
2022-03-24,P0004,S005,157,0,8.72
2022-03-24,P0005,S005,128,1,15.11
2022-03-24,P0006,S005,173,1,66.93
2022-03-24,P0007,S005,104,1,75.44
2022-03-24,P0008,S005,109,0,65.02
2022-03-24,P0009,S005,184,0,116.86
2022-03-24,P0010,S005,122,0,67.84
2022-03-24,P0011,S005,189,0,105.61
2022-03-24,P0012,S005,53,0,119.47
2022-03-24,P0013,S005,84,1,64.03
2022-03-24,P0014,S005,79,0,168.54
2022-03-24,P0015,S005,96,0,44.87
2022-03-24,P0016,S005,91,0,32.88
2022-03-24,P0017,S005,125,0,43.53
2022-03-24,P0018,S005,117,0,23.36
2022-03-24,P0019,S005,84,1,115.53
2022-03-24,P0020,S005,131,0,31.17
2022-03-25,P0001,S001,115,0,68.79
2022-03-25,P0002,S001,157,1,70.5
2022-03-25,P0003,S001,138,0,62.79
2022-03-25,P0004,S001,85,0,104.65
2022-03-25,P0005,S001,101,1,47.21
2022-03-25,P0006,S001,132,1,43.7
2022-03-25,P0007,S001,125,0,25.65
2022-03-25,P0008,S001,118,0,48.29
2022-03-25,P0009,S001,204,1,102.5
2022-03-25,P0010,S001,152,1,129.3
2022-03-25,P0011,S001,79,0,164.64
2022-03-25,P0012,S001,175,1,92.86
2022-03-25,P0013,S001,124,0,38.32
2022-03-25,P0014,S001,60,0,63.74
2022-03-25,P0015,S001,90,0,15.8
2022-03-25,P0016,S001,194,1,45.75
2022-03-25,P0017,S001,143,1,19.8
2022-03-25,P0018,S001,86,1,52.49
2022-03-25,P0019,S001,131,1,108.42
2022-03-25,P0020,S001,86,1,98.03
2022-03-25,P0001,S002,135,0,90.99
2022-03-25,P0002,S002,201,1,38.12
2022-03-25,P0003,S002,134,0,86.15
2022-03-25,P0004,S002,94,0,41.66
2022-03-25,P0005,S002,123,1,90.4
2022-03-25,P0006,S002,187,1,81.19
2022-03-25,P0007,S002,200,0,36.5
2022-03-25,P0008,S002,88,0,22.48
2022-03-25,P0009,S002,54,1,42.7
2022-03-25,P0010,S002,185,1,90.18
2022-03-25,P0011,S002,127,0,99.29
2022-03-25,P0012,S002,158,1,74.95
2022-03-25,P0013,S002,103,0,21.34
2022-03-25,P0014,S002,94,0,117.63
2022-03-25,P0015,S002,58,0,57.03
2022-03-25,P0016,S002,127,1,88.27
2022-03-25,P0017,S002,141,1,19.37
2022-03-25,P0018,S002,108,1,25.93
2022-03-25,P0019,S002,138,1,80.01
2022-03-25,P0020,S002,73,1,108.68
2022-03-25,P0001,S003,171,0,19.97
2022-03-25,P0002,S003,138,1,47.83
2022-03-25,P0003,S003,162,0,109.46
2022-03-25,P0004,S003,121,0,26.18
2022-03-25,P0005,S003,102,1,19.72
2022-03-25,P0006,S003,133,1,39.78
2022-03-25,P0007,S003,101,0,15.61
2022-03-25,P0008,S003,101,0,124.14
2022-03-25,P0009,S003,165,1,62.76
2022-03-25,P0010,S003,297,1,58.42
2022-03-25,P0011,S003,156,0,148.61
2022-03-25,P0012,S003,105,1,98.02
2022-03-25,P0013,S003,61,0,63.97
2022-03-25,P0014,S003,105,0,102.31
2022-03-25,P0015,S003,87,0,85.03
2022-03-25,P0016,S003,125,1,93.77
2022-03-25,P0017,S003,83,1,93.83
2022-03-25,P0018,S003,161,1,149.7
2022-03-25,P0019,S003,129,1,54.74
2022-03-25,P0020,S003,115,1,63.26
2022-03-25,P0001,S004,108,0,11.48
2022-03-25,P0002,S004,148,1,18.94
2022-03-25,P0003,S004,91,0,140.4
2022-03-25,P0004,S004,141,0,58.27
2022-03-25,P0005,S004,90,1,67.95
2022-03-25,P0006,S004,99,1,28.96
2022-03-25,P0007,S004,131,0,30.19
2022-03-25,P0008,S004,39,0,77.6
2022-03-25,P0009,S004,75,1,91.57
2022-03-25,P0010,S004,122,1,22.41
2022-03-25,P0011,S004,141,0,68.68
2022-03-25,P0012,S004,138,1,124.79
2022-03-25,P0013,S004,97,0,21.56
2022-03-25,P0014,S004,23,0,123.19
2022-03-25,P0015,S004,68,0,94.67
2022-03-25,P0016,S004,165,1,131.64
2022-03-25,P0017,S004,123,1,90.39
2022-03-25,P0018,S004,83,1,148.95
2022-03-25,P0019,S004,176,1,68.55
2022-03-25,P0020,S004,74,1,111.44
2022-03-25,P0001,S005,119,0,13.52
2022-03-25,P0002,S005,118,1,35.24
2022-03-25,P0003,S005,122,0,33.03
2022-03-25,P0004,S005,54,0,5.93
2022-03-25,P0005,S005,130,1,17.08
2022-03-25,P0006,S005,136,1,52.97
2022-03-25,P0007,S005,121,0,88.43
2022-03-25,P0008,S005,67,0,56.46
2022-03-25,P0009,S005,158,1,96.83
2022-03-25,P0010,S005,189,1,62.14
2022-03-25,P0011,S005,104,0,74.45
2022-03-25,P0012,S005,131,1,139.29
2022-03-25,P0013,S005,80,0,66.3
2022-03-25,P0014,S005,82,0,161.56
2022-03-25,P0015,S005,136,0,53.45
2022-03-25,P0016,S005,157,1,33.84
2022-03-25,P0017,S005,205,1,43.74
2022-03-25,P0018,S005,120,1,20.05
2022-03-25,P0019,S005,61,1,119.3
2022-03-25,P0020,S005,193,1,30.76
2022-03-26,P0001,S001,89,0,74.0
2022-03-26,P0002,S001,177,1,74.41
2022-03-26,P0003,S001,147,1,50.93
2022-03-26,P0004,S001,80,0,108.25
2022-03-26,P0005,S001,145,1,64.81
2022-03-26,P0006,S001,142,0,42.72
2022-03-26,P0007,S001,101,0,25.05
2022-03-26,P0008,S001,116,0,45.57
2022-03-26,P0009,S001,187,1,104.17
2022-03-26,P0010,S001,96,1,110.63
2022-03-26,P0011,S001,76,1,146.77
2022-03-26,P0012,S001,162,0,95.33
2022-03-26,P0013,S001,136,1,34.01
2022-03-26,P0014,S001,130,0,72.6
2022-03-26,P0015,S001,130,0,18.91
2022-03-26,P0016,S001,54,1,29.8
2022-03-26,P0017,S001,148,1,22.55
2022-03-26,P0018,S001,40,0,46.62
2022-03-26,P0019,S001,65,0,103.56
2022-03-26,P0020,S001,58,1,88.57
2022-03-26,P0001,S002,135,0,90.88
2022-03-26,P0002,S002,198,1,42.12
2022-03-26,P0003,S002,97,1,64.67
2022-03-26,P0004,S002,128,0,46.31
2022-03-26,P0005,S002,109,1,72.56
2022-03-26,P0006,S002,81,0,56.25
2022-03-26,P0007,S002,33,0,22.62
2022-03-26,P0008,S002,147,0,29.96
2022-03-26,P0009,S002,152,1,58.79
2022-03-26,P0010,S002,150,1,88.57
2022-03-26,P0011,S002,69,1,68.98
2022-03-26,P0012,S002,89,0,63.97
2022-03-26,P0013,S002,200,1,23.71
2022-03-26,P0014,S002,77,0,117.44
2022-03-26,P0015,S002,87,0,60.04
2022-03-26,P0016,S002,90,1,82.33
2022-03-26,P0017,S002,227,1,28.61
2022-03-26,P0018,S002,134,0,33.09
2022-03-26,P0019,S002,134,0,93.96
2022-03-26,P0020,S002,73,1,101.72
2022-03-26,P0001,S003,159,0,18.39
2022-03-26,P0002,S003,139,1,53.87
2022-03-26,P0003,S003,136,1,91.57
2022-03-26,P0004,S003,108,0,25.16
2022-03-26,P0005,S003,155,1,23.1
2022-03-26,P0006,S003,169,0,48.96
2022-03-26,P0007,S003,188,0,19.04
2022-03-26,P0008,S003,92,0,102.86
2022-03-26,P0009,S003,212,1,58.96
2022-03-26,P0010,S003,151,1,36.31
2022-03-26,P0011,S003,161,1,119.07
2022-03-26,P0012,S003,100,0,102.19
2022-03-26,P0013,S003,84,1,59.15
2022-03-26,P0014,S003,94,0,93.7
2022-03-26,P0015,S003,113,0,102.82
2022-03-26,P0016,S003,113,1,95.61
2022-03-26,P0017,S003,114,1,111.11
2022-03-26,P0018,S003,61,0,115.4
2022-03-26,P0019,S003,135,0,61.95
2022-03-26,P0020,S003,215,1,77.9
2022-03-26,P0001,S004,86,0,10.12
2022-03-26,P0002,S004,139,1,17.31
2022-03-26,P0003,S004,130,1,125.8
2022-03-26,P0004,S004,115,0,51.17
2022-03-26,P0005,S004,179,1,79.41
2022-03-26,P0006,S004,110,0,34.21
2022-03-26,P0007,S004,113,0,30.15
2022-03-26,P0008,S004,115,0,101.55
2022-03-26,P0009,S004,124,1,94.99
2022-03-26,P0010,S004,258,1,31.77
2022-03-26,P0011,S004,106,1,55.37
2022-03-26,P0012,S004,156,0,124.91
2022-03-26,P0013,S004,106,1,18.89
2022-03-26,P0014,S004,90,0,177.12
2022-03-26,P0015,S004,120,0,101.7
2022-03-26,P0016,S004,90,1,93.47
2022-03-26,P0017,S004,108,1,81.28
2022-03-26,P0018,S004,80,0,173.36
2022-03-26,P0019,S004,131,0,67.08
2022-03-26,P0020,S004,143,1,154.87
2022-03-26,P0001,S005,136,0,14.24
2022-03-26,P0002,S005,105,1,36.49
2022-03-26,P0003,S005,132,1,27.2
2022-03-26,P0004,S005,202,0,10.33
2022-03-26,P0005,S005,211,1,16.81
2022-03-26,P0006,S005,91,0,55.29
2022-03-26,P0007,S005,139,0,93.41
2022-03-26,P0008,S005,112,0,69.15
2022-03-26,P0009,S005,192,1,113.0
2022-03-26,P0010,S005,236,1,77.9
2022-03-26,P0011,S005,176,1,86.03
2022-03-26,P0012,S005,67,0,119.25
2022-03-26,P0013,S005,126,1,60.98
2022-03-26,P0014,S005,41,0,145.8
2022-03-26,P0015,S005,135,0,56.21
2022-03-26,P0016,S005,124,1,28.81
2022-03-26,P0017,S005,147,1,34.85
2022-03-26,P0018,S005,148,0,26.95
2022-03-26,P0019,S005,105,0,154.91
2022-03-26,P0020,S005,63,1,23.46
2022-03-27,P0001,S001,100,0,65.59
2022-03-27,P0002,S001,124,0,71.56
2022-03-27,P0003,S001,71,1,42.95
2022-03-27,P0004,S001,179,1,110.76
2022-03-27,P0005,S001,132,0,69.5
2022-03-27,P0006,S001,190,1,48.73
2022-03-27,P0007,S001,148,0,28.91
2022-03-27,P0008,S001,110,1,44.66
2022-03-27,P0009,S001,122,1,87.52
2022-03-27,P0010,S001,104,0,134.51
2022-03-27,P0011,S001,130,1,163.92
2022-03-27,P0012,S001,127,0,86.11
2022-03-27,P0013,S001,168,1,36.94
2022-03-27,P0014,S001,171,0,85.92
2022-03-27,P0015,S001,116,0,18.09
2022-03-27,P0016,S001,214,1,40.21
2022-03-27,P0017,S001,66,0,19.52
2022-03-27,P0018,S001,128,1,52.71
2022-03-27,P0019,S001,82,0,110.02
2022-03-27,P0020,S001,96,0,121.55
2022-03-27,P0001,S002,185,0,104.23
2022-03-27,P0002,S002,140,0,36.05
2022-03-27,P0003,S002,153,1,86.18
2022-03-27,P0004,S002,123,1,36.1
2022-03-27,P0005,S002,137,0,100.14
2022-03-27,P0006,S002,76,1,52.24
2022-03-27,P0007,S002,107,0,28.11
2022-03-27,P0008,S002,242,1,30.47
2022-03-27,P0009,S002,180,1,67.35
2022-03-27,P0010,S002,224,0,119.45
2022-03-27,P0011,S002,221,1,100.46
2022-03-27,P0012,S002,139,0,71.04
2022-03-27,P0013,S002,145,1,20.49
2022-03-27,P0014,S002,117,0,133.92
2022-03-27,P0015,S002,124,0,71.39
2022-03-27,P0016,S002,181,1,101.8
2022-03-27,P0017,S002,103,0,21.53
2022-03-27,P0018,S002,120,1,23.75
2022-03-27,P0019,S002,71,0,80.34
2022-03-27,P0020,S002,51,0,125.12
2022-03-27,P0001,S003,118,0,18.14
2022-03-27,P0002,S003,160,0,64.24
2022-03-27,P0003,S003,191,1,106.39
2022-03-27,P0004,S003,168,1,25.48
2022-03-27,P0005,S003,157,0,27.33
2022-03-27,P0006,S003,187,1,45.9
2022-03-27,P0007,S003,83,0,14.67
2022-03-27,P0008,S003,136,1,117.29
2022-03-27,P0009,S003,200,1,54.38
2022-03-27,P0010,S003,192,0,48.72
2022-03-27,P0011,S003,157,1,125.54
2022-03-27,P0012,S003,39,0,90.86
2022-03-27,P0013,S003,161,1,69.5
2022-03-27,P0014,S003,154,0,112.52
2022-03-27,P0015,S003,143,0,118.7
2022-03-27,P0016,S003,179,1,115.26
2022-03-27,P0017,S003,73,0,120.96
2022-03-27,P0018,S003,109,1,113.45
2022-03-27,P0019,S003,132,0,64.54
2022-03-27,P0020,S003,136,0,79.85
2022-03-27,P0001,S004,93,0,10.38
2022-03-27,P0002,S004,99,0,18.36
2022-03-27,P0003,S004,35,1,100.96
2022-03-27,P0004,S004,103,1,51.73
2022-03-27,P0005,S004,66,0,62.37
2022-03-27,P0006,S004,192,1,45.42
2022-03-27,P0007,S004,85,0,24.71
2022-03-27,P0008,S004,101,1,96.53
2022-03-27,P0009,S004,91,1,95.8
2022-03-27,P0010,S004,193,0,34.08
2022-03-27,P0011,S004,140,1,61.41
2022-03-27,P0012,S004,117,0,111.36
2022-03-27,P0013,S004,48,1,13.74
2022-03-27,P0014,S004,70,0,165.2
2022-03-27,P0015,S004,60,0,82.78
2022-03-27,P0016,S004,71,1,110.44
2022-03-27,P0017,S004,59,0,81.03
2022-03-27,P0018,S004,83,1,149.17
2022-03-27,P0019,S004,111,0,63.19
2022-03-27,P0020,S004,43,0,110.37
2022-03-27,P0001,S005,96,0,11.94
2022-03-27,P0002,S005,113,0,43.95
2022-03-27,P0003,S005,117,1,27.61
2022-03-27,P0004,S005,141,1,7.48
2022-03-27,P0005,S005,168,0,18.09
2022-03-27,P0006,S005,204,1,68.32
